name,neighbourhood_group,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths,nb_count,host_id_count,price-transform
Townhou,Queens,Private room,30,1,218,0.14,267,55,1,No License,4.39,1.0,1,1.0,145,87,2.3895999477042382
Rental ,Queens,Entire home/apt,30,17,56,1.81,5,358,17,No License,4.82,2.0,3,1.0,49,5,3.096479512537845
Home in,Queens,Private room,1,11,14,4.71,3,81,11,Exempt,4.73,1.0,1,1.0,361,3,2.9517727088869
Home in,Brooklyn,Private room,30,90,33,4.86,1,63,59,No License,4.77,1.0,1,1.0,270,1,2.633483784427602
Rental ,Manhattan,Entire home/apt,30,6,147,0.25,9,365,3,No License,5.0,2.0,2,1.0,375,7,2.965852458546067
Home in,Bronx,Entire home/apt,30,2,225,0.16,1,179,1,No License,4.39,1.0,2,1.0,25,1,3.0843664004975637
Rental ,Manhattan,Entire home/apt,30,287,36,3.45,2,95,21,No License,4.85,0.0,1,1.0,375,2,2.880007809468463
Townhou,Brooklyn,Entire home/apt,30,35,158,1.59,1,188,2,No License,4.97,1.0,3,1.0,135,1,2.827617620540271
Condo i,Manhattan,Entire home/apt,30,20,130,1.72,1,54,20,No License,4.8,3.0,4,1.0,375,1,2.9115372345969823
Rental ,Manhattan,Entire home/apt,30,27,67,2.97,4,270,27,No License,4.52,3.0,5,1.0,413,4,3.0771818022943487
Home in,Queens,Private room,30,22,36,2.28,2,180,22,No License,5.0,1.0,1,1.0,253,2,2.724259801377724
Rental ,Bronx,Private room,30,5,182,0.65,3,269,5,No License,4.8,1.0,1,1.0,27,3,2.9213338855893958
Home in,Brooklyn,Private room,30,36,1829,0.28,1,363,0,No License,4.71,1.0,2,1.5,1586,1,2.6567249660442998
Rental ,Brooklyn,Private room,30,2,485,0.12,1,363,0,No License,4.39,1.0,1,1.0,401,1,2.827617620540271
Guest s,Queens,Entire home/apt,30,1,845,0.04,13,362,0,No License,4.39,3.0,3,1.0,324,10,2.840538792993868
Rental ,Manhattan,Entire home/apt,30,1,47,0.61,2,270,1,No License,4.39,1.0,2,1.0,84,2,3.1681341929362596
Home in,Bronx,Private room,30,22,79,1.05,8,90,3,No License,4.82,1.0,1,1.0,35,8,2.572227276182801
Rental ,Manhattan,Entire home/apt,30,2,218,0.2,5,365,2,No License,4.39,1.0,1,1.0,942,3,2.9792605776210648
Home in,Brooklyn,Private room,1,37,121,3.24,1,296,37,OSE,4.97,3.0,2,2.0,22,1,3.022772820669922
Rental ,Queens,Entire home/apt,30,5,122,0.66,1,201,5,No License,5.0,1.0,1,1.0,49,1,2.936957517084059
Rental ,Bronx,Private room,30,9,124,1.07,3,364,9,No License,5.0,1.0,1,1.0,27,3,2.965852458546067
Home in,Queens,Entire home/apt,30,42,92,2.47,1,364,26,No License,4.64,3.0,3,2.0,33,1,3.193448229443164
Rental ,Manhattan,Entire home/apt,1,38,23,2.71,13,150,37,Exempt,4.89,0.0,3,1.0,942,12,3.0621915810178018
Home in,Queens,Entire home/apt,30,29,1545,0.32,1,364,0,No License,5.0,1.0,1,1.0,14,1,3.0861319469347137
Home in,Queens,Entire home/apt,30,1,306,0.1,4,365,1,No License,4.39,3.0,5,1.0,111,3,3.027205857775385
Rental ,Queens,Entire home/apt,30,7,370,0.16,13,240,0,No License,4.43,4.0,5,1.0,324,10,2.9766298911999467
Home in,Brooklyn,Private room,30,4,485,0.16,1,270,0,No License,5.0,1.0,2,1.5,54,1,2.678467065846623
Home in,Brooklyn,Entire home/apt,30,40,39,1.77,1,112,18,No License,4.88,2.0,2,1.0,135,1,3.0483371225710463
Townhou,Brooklyn,Entire home/apt,30,66,1398,0.99,1,177,0,No License,4.82,2.0,4,1.0,1586,1,3.2381619097090892
Rental ,Brooklyn,Private room,30,63,1435,0.48,1,364,0,No License,4.8,1.0,1,1.0,270,1,2.91810497216488
Rental ,Queens,Private room,30,1,189,0.16,267,55,1,No License,4.39,1.0,1,1.0,324,87,2.434014488607861
Rental ,Queens,Private room,30,2,154,0.13,236,55,1,No License,4.39,1.0,1,1.0,324,62,2.4609699101022455
Home in,Queens,Entire home/apt,30,1,1099,0.03,1,364,0,No License,4.39,0.0,1,1.0,26,1,3.206800724502915
Rental ,Manhattan,Entire home/apt,30,1,369,0.08,1,358,0,No License,4.39,1.0,1,1.0,867,1,3.148297041946351
Rental ,Manhattan,Entire home/apt,1,6,7,5.0,2,263,6,Exempt,5.0,2.0,6,1.0,629,2,3.0861319469347137
Rental ,Bronx,Private room,30,47,142,0.67,2,217,4,No License,4.74,1.0,1,1.0,27,2,2.64915357570703
Home in,Queens,Private room,30,58,127,3.31,13,0,20,No License,4.69,1.0,1,1.0,324,6,2.827617620540271
Rental ,Brooklyn,Entire home/apt,30,1,113,0.26,3,253,1,No License,4.39,3.0,3,1.0,135,3,3.186481982394027
Rental ,Bronx,Private room,30,13,124,1.1,1,365,13,No License,4.38,1.0,1,1.0,27,1,2.7534287921185427
Place t,Bronx,Private room,2,65,18,2.98,1,359,33,OSE,4.95,1.0,1,1.0,28,1,2.9792605776210648
Rental ,Brooklyn,Entire home/apt,30,15,61,1.42,8,317,15,No License,4.67,2.0,2,2.0,135,6,3.128231583903203
Rental ,Bronx,Private room,30,16,132,1.04,1,179,9,No License,4.94,1.0,1,1.0,10,1,2.8488576348688746
Townhou,Queens,Private room,30,138,102,1.29,7,90,25,No License,4.64,1.0,1,1.0,324,7,2.742076216647689
Home in,Queens,Shared room,30,3,63,0.21,5,365,2,No License,4.67,1.0,1,1.0,324,5,2.434014488607861
Rental ,Manhattan,Private room,30,38,1562,0.31,1,362,0,No License,4.54,1.0,1,1.0,207,1,3.029395389811385
Rental ,Manhattan,Entire home/apt,30,3,146,0.18,35,339,1,No License,3.33,0.0,1,1.0,629,34,2.804793885493015
Townhou,Queens,Private room,30,71,1210,0.79,7,90,0,No License,4.58,1.0,1,1.5,324,7,2.678467065846623
Rental ,Manhattan,Entire home/apt,30,1,279,0.11,47,365,1,No License,4.39,3.0,3,1.5,629,16,3.19798253585724
Home in,Brooklyn,Entire home/apt,30,15,131,0.95,1,365,8,No License,4.87,2.0,2,1.0,76,1,3.094783464834754
Home in,Brooklyn,Private room,30,45,143,0.36,6,179,4,No License,4.67,1.0,1,1.0,1586,6,2.562528610567885
Rental ,Bronx,Private room,30,2,90,0.29,2,308,2,No License,4.39,1.0,1,1.0,55,2,2.664130054594828
Rental ,Manhattan,Private room,30,89,29,0.78,2,363,14,No License,4.84,1.0,1,1.0,942,2,3.0771818022943487
Home in,Queens,Private room,2,40,26,0.45,1,328,19,OSE,4.4,1.0,2,2.5,72,1,2.7534287921185427
Rental ,Bronx,Private room,30,5,69,0.62,2,365,5,No License,5.0,1.0,1,1.0,24,2,2.8908975527357526
Rental ,Manhattan,Entire home/apt,30,12,21,0.43,133,325,3,No License,4.92,1.0,1,1.0,786,113,2.91810497216488
Rental ,Brooklyn,Private room,30,51,77,0.93,2,180,9,No License,4.78,1.0,1,1.0,1586,2,2.7697349513965386
Rental ,Brooklyn,Entire home/apt,90,1,584,0.05,5,358,0,No License,4.39,1.0,2,1.0,1586,2,2.965852458546067
Rental ,Brooklyn,Entire home/apt,30,2,1526,0.03,19,335,0,No License,4.39,1.0,2,1.0,1586,15,2.9920531496671643
Service,Queens,Private room,30,39,76,2.7,2,363,29,No License,4.85,1.0,1,1.0,70,2,2.887312033330232
Rental ,Brooklyn,Entire home/apt,30,35,429,0.62,2,364,0,No License,4.86,3.0,3,1.0,1586,2,3.1441310717505777
Rental ,Brooklyn,Entire home/apt,30,1,106,0.28,1,365,1,No License,4.39,1.0,2,1.0,751,1,2.880007809468463
Rental ,Manhattan,Entire home/apt,30,8,28,0.29,35,362,3,No License,4.0,0.0,1,1.0,629,34,2.7534287921185427
Rental ,Manhattan,Private room,30,4,157,0.03,1,28,1,No License,5.0,1.0,1,1.0,375,1,2.6567249660442998
Rental ,Brooklyn,Entire home/apt,30,166,90,2.4,5,281,2,No License,4.92,3.0,4,1.0,270,5,3.2528327058342335
Rental ,Brooklyn,Entire home/apt,30,114,133,1.47,2,276,16,No License,4.88,2.0,3,1.0,22,2,3.148297041946351
Rental ,Brooklyn,Entire home/apt,30,12,395,0.42,1,89,0,No License,4.92,1.0,1,1.0,270,1,3.0483371225710463
Townhou,Bronx,Entire home/apt,30,282,41,4.53,1,229,63,No License,4.96,1.0,2,1.0,35,1,2.887312033330232
Guest s,Bronx,Entire home/apt,30,3,26,0.33,7,49,3,No License,5.0,1.0,2,1.0,28,7,2.6170600014230736
Guest s,Bronx,Entire home/apt,30,110,29,2.33,1,115,22,No License,4.93,0.0,2,1.0,55,1,2.9048178166875385
Rental ,Brooklyn,Entire home/apt,30,106,96,4.93,3,119,43,No License,4.85,3.0,3,1.0,751,2,3.027205857775385
Rental ,Brooklyn,Entire home/apt,30,64,30,2.11,1,246,33,No License,4.77,2.0,2,1.0,401,1,3.094783464834754
Home in,Brooklyn,Entire home/apt,30,173,138,2.36,1,365,6,No License,4.82,3.0,7,1.5,95,1,3.1191154596054207
Rental ,Bronx,Entire home/apt,30,30,90,2.21,5,365,24,No License,4.73,1.0,1,1.0,35,5,2.887312033330232
Condo i,Brooklyn,Entire home/apt,30,36,74,1.66,18,209,33,No License,4.72,3.0,4,2.0,270,18,2.936957517084059
Rental ,Brooklyn,Entire home/apt,30,2,21,0.54,1,152,2,No License,4.39,1.0,2,1.0,41,1,2.9488706992255116
Rental ,Queens,Private room,30,13,257,0.88,1,89,9,No License,4.92,1.0,1,1.0,72,1,3.027205857775385
Rental ,Manhattan,Private room,30,59,21,0.86,2,58,7,OSE,4.69,1.0,1,1.0,375,2,2.60854424575946
Home in,Brooklyn,Entire home/apt,30,82,116,0.88,1,179,8,No License,4.74,3.0,5,2.5,401,1,3.2343439149127935
Condo i,Manhattan,Private room,30,36,33,2.24,1,55,35,No License,4.78,2.0,1,1.5,375,1,2.7801576351167334
Rental ,Brooklyn,Entire home/apt,30,4,194,0.52,2,364,4,No License,5.0,3.0,3,1.0,401,2,2.9792605776210648
Rental ,Manhattan,Entire home/apt,30,233,42,2.52,1,160,30,No License,4.87,1.0,2,1.0,867,1,3.186481982394027
Home in,Bronx,Entire home/apt,300,68,38,3.09,1,365,27,No License,4.97,2.0,3,1.0,28,1,3.159075367345813
Bungalo,Queens,Private room,30,87,46,3.42,8,359,41,No License,4.78,1.0,1,1.0,361,8,2.6922125944076853
Rental ,Manhattan,Entire home/apt,2,12,33,0.26,23,0,5,Exempt,4.36,2.0,4,1.0,942,21,3.1642927419729365
Rental ,Queens,Private room,30,33,224,0.52,3,88,3,No License,4.94,1.0,1,1.0,361,3,2.804793885493015
Home in,Queens,Entire home/apt,30,4,104,0.26,8,365,3,No License,4.5,3.0,9,1.0,45,6,3.309829266604387
Townhou,Brooklyn,Private room,30,387,123,3.06,1,270,30,No License,4.78,1.0,1,1.0,401,1,2.914839672726461
Condo i,Brooklyn,Entire home/apt,30,45,123,0.4,1,64,4,No License,4.98,3.0,3,2.0,664,1,3.3179403418966893
Condo i,Manhattan,Private room,30,1,584,0.05,267,55,0,No License,4.39,1.0,1,2.0,89,87,2.434014488607861
Rental ,Manhattan,Private room,30,6,1462,0.06,1,364,0,No License,5.0,1.0,1,1.0,375,1,2.887312033330232
Rental ,Manhattan,Private room,30,8,16,0.26,93,318,4,No License,4.5,1.0,1,1.0,375,81,2.5317360380969305
Rental ,Manhattan,Entire home/apt,30,23,79,2.4,1,365,23,No License,4.65,2.0,2,1.0,89,1,3.0205287737578597
Home in,Brooklyn,Private room,30,10,66,0.14,9,311,5,No License,4.9,0.0,1,1.0,401,8,2.6922125944076853
Home in,Queens,Private room,30,1,67,0.43,249,39,1,No License,4.39,1.0,1,1.0,145,70,2.4609699101022455
Rental ,Brooklyn,Entire home/apt,30,27,33,5.19,1,328,27,No License,4.93,2.0,2,1.0,95,1,2.9213338855893958
Rental ,Brooklyn,Private room,30,3,243,0.33,1,365,3,No License,5.0,1.0,1,1.0,1586,1,2.8762870823611406
Guest s,Queens,Entire home/apt,30,261,21,2.91,1,364,25,No License,4.89,1.0,3,1.0,361,1,2.9517727088869
Rental ,Queens,Private room,30,6,2672,0.06,3,365,0,No License,4.5,1.0,1,2.0,145,3,2.7534287921185427
Rental ,Manhattan,Entire home/apt,30,1,222,0.13,91,365,1,No License,4.39,3.0,3,1.0,629,35,3.0861319469347137
Home in,Brooklyn,Entire home/apt,30,246,99,3.09,1,89,19,No License,4.96,1.0,1,1.0,91,1,3.161697908114744
Rental ,Queens,Private room,30,78,70,5.1,3,89,56,No License,4.91,1.0,1,2.0,145,2,2.6170600014230736
Rental ,Manhattan,Entire home/apt,30,3,28,0.58,1,339,3,No License,5.0,0.0,1,1.0,375,1,2.9517727088869
Rental ,Brooklyn,Entire home/apt,30,85,90,1.85,1,169,3,No License,4.93,0.0,2,1.0,83,1,3.141314479047495
Rental ,Manhattan,Private room,30,1,497,0.06,1,364,0,No License,4.39,1.0,1,1.0,413,1,2.804793885493015
Loft in,Manhattan,Entire home/apt,30,3,1461,0.03,1,89,0,No License,5.0,3.0,4,2.5,375,1,3.458630100524338
Rental ,Manhattan,Entire home/apt,30,7,75,0.24,4,86,1,No License,5.0,1.0,1,1.0,375,4,2.9792605776210648
Condo i,Queens,Private room,30,177,162,2.02,1,338,13,No License,4.85,1.0,1,1.0,145,1,2.742076216647689
Townhou,Brooklyn,Private room,30,8,61,0.88,1,180,8,No License,5.0,1.0,1,1.0,173,1,3.027205857775385
Rental ,Manhattan,Entire home/apt,30,9,188,0.16,6,178,2,No License,4.89,0.0,1,1.0,786,6,2.8908975527357526
Home in,Brooklyn,Entire home/apt,30,19,77,1.39,1,64,16,No License,4.79,1.0,2,1.0,173,1,2.989541415301199
Rental ,Manhattan,Entire home/apt,30,1,492,0.06,133,325,0,No License,4.39,1.0,1,1.0,629,113,2.844726755639499
Rental ,Queens,Private room,30,18,131,1.52,1,365,18,No License,4.22,1.0,2,1.0,145,1,2.7534287921185427
Rental ,Manhattan,Private room,30,70,1391,0.59,1,263,0,No License,4.83,1.0,1,1.0,629,1,2.8000197739092973
Rental ,Manhattan,Private room,1,1,96,0.31,28,270,1,Exempt,4.39,1.0,1,1.0,867,26,3.1175636345653452
Rental ,Manhattan,Entire home/apt,30,6,43,0.83,6,334,6,No License,5.0,1.0,1,1.0,786,6,2.7697349513965386
Rental ,Manhattan,Entire home/apt,30,4,320,0.12,44,360,1,No License,5.0,0.0,1,1.0,786,32,2.963092161419059
Rental ,Manhattan,Entire home/apt,30,3,241,0.22,47,365,2,No License,5.0,2.0,3,2.0,629,16,3.214256889436886
Home in,Brooklyn,Entire home/apt,31,19,553,0.33,1,364,0,No License,4.84,5.0,7,3.0,91,1,3.494910605766578
Guest s,Brooklyn,Entire home/apt,3,91,15,4.73,2,349,52,OSE,4.88,2.0,2,1.0,1586,2,3.001877497084522
Rental ,Manhattan,Entire home/apt,30,196,85,1.27,4,258,3,No License,4.84,1.0,1,1.0,375,4,2.9517727088869
Rental ,Brooklyn,Entire home/apt,30,146,67,2.49,2,180,38,No License,4.91,2.0,3,1.0,751,2,2.8836824505315013
Rental ,Manhattan,Private room,30,2,385,0.14,2,365,0,No License,4.39,1.0,1,1.0,71,1,3.3757226671152805
Rental ,Brooklyn,Private room,30,3,131,0.41,3,365,3,No License,4.67,1.0,1,2.0,401,3,2.8979402244410446
Loft in,Brooklyn,Entire home/apt,30,40,33,2.39,1,90,27,No License,4.93,0.0,2,1.0,95,1,2.939982748996748
Townhou,Brooklyn,Private room,30,3,285,0.14,249,55,2,No License,2.33,1.0,1,1.0,1586,70,2.54229785857242
Rental ,Brooklyn,Entire home/apt,30,5,1464,0.1,1,62,0,No License,5.0,1.0,1,1.0,1586,1,3.1191154596054207
Rental ,Brooklyn,Private room,30,42,1469,0.6,3,76,0,No License,4.9,1.0,1,2.0,751,2,2.685410972215916
Rental ,Manhattan,Entire home/apt,30,2,96,0.33,35,362,2,No License,4.39,1.0,1,1.0,629,34,2.747802745310898
Rental ,Manhattan,Entire home/apt,30,5,18,0.51,4,274,5,No License,5.0,0.0,1,1.0,25,4,2.9213338855893958
Rental ,Brooklyn,Entire home/apt,30,195,128,2.48,1,109,10,No License,4.9,2.0,3,1.0,751,1,3.199102810563897
Rental ,Manhattan,Private room,30,21,100,2.09,1,335,21,No License,4.81,1.0,1,1.0,19,1,2.91810497216488
Rental ,Manhattan,Entire home/apt,30,8,146,0.22,44,365,1,No License,4.75,0.0,1,1.0,786,32,2.963092161419059
Rental ,Manhattan,Entire home/apt,30,8,112,0.09,31,327,1,No License,5.0,1.0,1,1.0,786,31,2.8687030856226254
Rental ,Manhattan,Entire home/apt,30,4,17,0.43,1,123,4,No License,4.75,1.0,1,1.0,328,1,2.8762870823611406
Rental ,Brooklyn,Private room,30,44,124,0.49,1,58,13,No License,4.7,1.0,1,1.0,751,1,2.705409573831367
Service,Manhattan,Entire home/apt,4,15,348,0.27,6,311,1,Exempt,4.47,2.0,2,1.0,942,6,3.255482183571822
Rental ,Manhattan,Private room,30,9,300,0.16,3,153,4,No License,4.67,1.0,1,1.0,328,3,2.844726755639499
Rental ,Manhattan,Entire home/apt,3,5,23,3.66,3,280,5,Exempt,4.4,1.0,2,1.0,366,3,3.151035997057035
Rental ,Manhattan,Entire home/apt,30,3,27,0.71,32,353,3,No License,5.0,0.0,1,1.0,942,24,2.965852458546067
Rental ,Manhattan,Entire home/apt,30,21,130,0.21,4,365,2,No License,4.43,1.0,3,1.0,629,4,3.009021869781164
Rental ,Manhattan,Entire home/apt,30,10,949,0.15,3,0,0,No License,4.9,1.0,2,1.5,1063,3,2.9792605776210648
Rental ,Brooklyn,Private room,30,49,124,3.13,9,365,32,No License,4.71,1.0,1,2.0,751,9,3.027205857775385
Rental ,Brooklyn,Entire home/apt,30,5,157,0.36,4,249,4,No License,5.0,1.0,1,1.0,1586,3,2.9048178166875385
Loft in,Manhattan,Private room,30,27,45,3.67,1,220,27,No License,4.7,2.0,2,1.0,207,1,3.089627366476361
Rental ,Manhattan,Entire home/apt,30,3,916,0.04,2,51,0,No License,4.67,2.0,1,1.0,211,2,3.184114391197533
Rental ,Brooklyn,Entire home/apt,30,297,11,2.59,1,278,7,No License,4.92,2.0,3,1.0,1586,1,3.0315672824653355
Rental ,Manhattan,Entire home/apt,30,1,316,0.09,91,340,1,No License,4.39,0.0,1,1.0,786,35,2.8488576348688746
Loft in,Manhattan,Entire home/apt,30,35,108,0.24,1,157,2,No License,4.73,1.0,2,1.0,71,1,3.082588765586027
Condo i,Brooklyn,Entire home/apt,30,6,126,0.17,1,33,3,No License,4.83,2.0,2,1.0,1586,1,3.0861319469347137
Rental ,Brooklyn,Entire home/apt,1,8,17,3.16,8,348,8,Exempt,4.88,2.0,6,1.0,1586,6,3.0358591712881076
Rental ,Manhattan,Entire home/apt,30,4,49,0.2,30,166,2,No License,5.0,0.0,1,1.0,413,29,2.8186899895107715
Condo i,Brooklyn,Private room,30,3,194,0.39,13,365,3,No License,5.0,1.0,2,1.0,751,11,3.099838436355272
Rental ,Brooklyn,Private room,30,2,546,0.09,11,356,0,No License,4.39,1.0,1,1.0,1586,5,2.562528610567885
Rental ,Manhattan,Entire home/apt,30,1,252,0.12,44,361,1,No License,4.39,0.0,1,1.0,786,32,2.9792605776210648
Rental ,Manhattan,Entire home/apt,30,10,65,0.31,35,267,3,No License,4.8,0.0,1,1.0,629,34,2.747802745310898
Home in,Brooklyn,Shared room,30,4,340,0.17,8,219,1,No License,4.5,1.0,3,2.0,1586,8,2.3895999477042382
Rental ,Brooklyn,Entire home/apt,30,5,498,0.09,1,177,0,No License,5.0,2.0,1,1.0,1586,1,3.0042797123413307
Rental ,Brooklyn,Private room,30,3,91,0.12,5,364,1,No License,3.67,1.0,1,2.0,1586,3,2.5208547922052063
Condo i,Brooklyn,Entire home/apt,30,16,18,1.29,1,312,14,No License,5.0,3.0,2,1.0,1586,1,3.3757226671152805
Rental ,Manhattan,Private room,30,60,134,0.48,3,180,5,No License,4.95,1.0,1,1.0,73,3,3.015984223658283
Service,Brooklyn,Shared room,30,1,230,0.13,9,342,1,No License,4.39,1.0,2,2.0,1586,7,2.434014488607861
Condo i,Manhattan,Entire home/apt,30,17,53,0.31,133,340,3,No License,4.88,0.0,1,1.0,786,113,2.9048178166875385
Rental ,Manhattan,Entire home/apt,30,311,30,3.67,2,269,53,No License,4.76,1.0,2,1.0,366,2,3.103153996494272
Rental ,Brooklyn,Shared room,30,1,744,0.04,6,365,0,No License,4.39,1.0,2,2.0,751,3,2.4609699101022455
Home in,Brooklyn,Shared room,30,5,471,0.1,9,353,0,No License,4.6,1.0,3,2.0,1586,7,2.5317360380969305
Rental ,Manhattan,Private room,30,26,62,0.5,3,365,4,No License,4.23,1.0,1,1.0,375,3,2.804793885493015
Service,Manhattan,Entire home/apt,30,1,54,0.54,52,180,1,No License,4.39,1.0,2,1.0,140,33,3.1853010902004706
Rental ,Manhattan,Entire home/apt,30,8,222,0.7,1,157,8,No License,5.0,1.0,1,1.0,413,1,3.214256889436886
Rental ,Manhattan,Entire home/apt,30,4,158,0.25,1,280,2,Exempt,4.75,1.0,1,1.0,67,1,3.149670303867568
Rental ,Manhattan,Entire home/apt,30,2,308,0.08,91,365,1,No License,4.39,2.0,2,1.0,629,35,3.058306597602826
Rental ,Manhattan,Entire home/apt,30,59,1407,0.63,1,364,0,No License,4.37,3.0,3,2.0,211,1,3.634754325339477
Earthen,Brooklyn,Private room,30,3,96,0.11,2,179,1,No License,4.33,1.0,1,1.0,1586,2,2.724259801377724
Rental ,Manhattan,Entire home/apt,30,1,286,0.1,91,365,1,No License,4.39,1.0,1,1.0,942,35,2.9920531496671643
Rental ,Manhattan,Entire home/apt,30,2,1042,0.03,164,349,0,No License,4.39,1.0,1,1.0,786,60,3.0066610607953574
Rental ,Manhattan,Entire home/apt,3,19,1,1.12,1,42,14,Exempt,4.95,1.0,2,1.0,366,1,3.1805189284945667
Rental ,Manhattan,Entire home/apt,30,1,208,0.14,164,358,1,No License,4.39,1.0,1,1.0,942,60,3.128231583903203
Rental ,Manhattan,Entire home/apt,30,2,147,0.27,91,346,2,No License,4.39,0.0,1,1.0,786,35,2.8488576348688746
Home in,Brooklyn,Shared room,30,2,412,0.1,8,336,0,No License,4.39,1.0,3,2.0,1586,8,2.404985874312816
Rental ,Manhattan,Entire home/apt,30,110,16,2.61,9,226,42,Exempt,4.55,0.0,2,1.0,942,9,2.9685859150641316
Rental ,Manhattan,Entire home/apt,30,1,381,0.08,91,333,0,No License,4.39,1.0,1,1.0,942,35,3.0679137375811734
Rental ,Manhattan,Entire home/apt,30,9,19,0.29,35,342,2,No License,4.33,0.0,1,1.0,629,34,2.7951712739484815
Condo i,Manhattan,Entire home/apt,30,12,133,0.23,1,90,1,No License,4.75,0.0,1,1.0,211,1,2.965852458546067
Rental ,Manhattan,Entire home/apt,30,2,380,0.15,54,236,0,No License,4.39,2.0,2,1.0,211,30,3.1668603967380355
Condo i,Manhattan,Entire home/apt,30,17,48,0.32,133,365,5,No License,4.59,0.0,1,1.0,786,113,2.8000197739092973
Rental ,Manhattan,Entire home/apt,1,13,12,4.33,1,10,13,Exempt,4.77,1.0,1,1.0,136,1,2.9818666630176964
Rental ,Manhattan,Entire home/apt,30,16,131,1.35,18,87,16,No License,4.75,1.0,2,1.0,375,8,3.0483371225710463
Rental ,Manhattan,Entire home/apt,30,3,158,0.21,44,336,2,No License,4.0,2.0,2,1.0,375,32,2.939982748996748
Home in,Brooklyn,Shared room,30,7,339,0.15,9,365,1,No License,4.29,1.0,3,2.0,1586,7,2.3735744856006074
Rental ,Manhattan,Entire home/apt,30,7,117,0.38,27,0,6,No License,5.0,1.0,1,1.0,73,24,3.0660201479493367
Rental ,Manhattan,Private room,30,15,43,0.64,3,0,8,No License,4.47,1.0,1,0.0,629,3,2.852932830169813
Rental ,Manhattan,Entire home/apt,1,24,69,0.98,6,194,7,Exempt,4.38,0.0,3,1.0,942,6,2.9115372345969823
Townhou,Manhattan,Private room,30,166,35,3.22,2,300,36,No License,4.93,1.0,1,1.0,375,2,3.214256889436886
Rental ,Manhattan,Entire home/apt,30,18,7,0.26,133,189,2,No License,4.83,0.0,1,1.0,942,113,2.8836824505315013
Rental ,Brooklyn,Entire home/apt,30,63,33,2.18,1,365,18,No License,4.84,3.0,5,1.0,1586,1,3.241918023024656
Home in,Brooklyn,Shared room,30,2,165,0.18,10,365,2,No License,4.39,1.0,3,2.0,1586,8,2.404985874312816
Rental ,Manhattan,Private room,30,232,5,1.49,1,72,17,No License,4.41,1.0,2,1.0,413,1,2.572227276182801
Rental ,Brooklyn,Private room,30,1,80,0.37,22,0,1,No License,4.39,1.0,1,2.0,751,4,2.60854424575946
Rental ,Manhattan,Private room,30,22,202,1.19,1,88,13,No License,5.0,1.0,1,1.0,786,1,3.148297041946351
Home in,Manhattan,Private room,5,93,6,5.78,1,11,61,OSE,4.85,1.0,2,1.0,375,1,2.8687030856226254
Rental ,Staten Island,Entire home/apt,30,76,29,1.77,3,0,25,No License,4.78,2.0,4,1.0,31,3,2.965852458546067
Rental ,Brooklyn,Entire home/apt,30,48,66,2.98,1,339,37,No License,4.92,2.0,4,1.0,1586,1,3.0442422211757956
Rental ,Brooklyn,Private room,30,217,37,1.81,1,364,11,No License,4.57,1.0,1,1.0,1586,1,2.724259801377724
Rental ,Brooklyn,Private room,30,5,2076,0.06,1,363,0,No License,4.8,1.0,1,1.0,751,1,2.724259801377724
Rental ,Brooklyn,Entire home/apt,1,70,23,3.95,6,154,45,Exempt,4.87,0.0,1,1.0,1586,6,2.908196882308139
Home in,Queens,Private room,1,20,17,5.36,3,0,20,Exempt,4.71,1.0,1,2.0,361,3,2.705409573831367
Townhou,Manhattan,Entire home/apt,30,41,40,2.2,1,0,19,No License,4.33,3.0,4,2.5,375,1,3.103153996494272
Rental ,Manhattan,Entire home/apt,30,11,6,0.31,44,365,2,No License,4.55,0.0,1,1.0,786,32,2.9488706992255116
Service,Brooklyn,Private room,30,9,64,1.48,1,0,9,No License,4.9,1.0,1,1.0,135,1,2.6170600014230736
Rental ,Queens,Entire home/apt,30,94,41,4.12,1,0,45,No License,4.96,2.0,3,1.0,253,1,3.2265146787381314
Rental ,Brooklyn,Entire home/apt,30,17,164,0.5,18,365,2,No License,4.41,2.0,2,1.0,1586,15,3.3042497072271955
Home in,Queens,Private room,30,1,206,0.14,267,0,1,No License,4.39,1.0,1,1.0,145,87,2.5208547922052063
Home in,Queens,Entire home/apt,1,4,19,1.85,2,0,4,Exempt,5.0,1.0,2,1.0,361,2,3.040083514596308
Rental ,Brooklyn,Entire home/apt,30,66,189,0.84,1,365,3,No License,4.36,2.0,2,1.0,1586,1,2.860921523114508
Home in,Staten Island,Private room,1,225,123,1.94,1,356,11,OSE,4.87,1.0,1,1.0,2,1,2.8000197739092973
Rental ,Brooklyn,Entire home/apt,30,21,158,0.63,18,365,11,No License,4.43,2.0,3,1.0,1586,15,3.3042497072271955
Rental ,Staten Island,Private room,30,60,61,2.04,7,86,18,No License,4.95,1.0,2,1.0,13,7,2.9048178166875385
Rental ,Manhattan,Entire home/apt,30,6,39,0.2,44,365,2,No License,4.83,0.0,1,1.0,786,32,2.939982748996748
Rental ,Brooklyn,Entire home/apt,30,117,109,1.69,2,89,13,No License,4.62,1.0,2,1.0,751,2,2.894439972077526
Rental ,Manhattan,Entire home/apt,2,15,21,0.82,84,120,8,Exempt,4.2,1.0,2,1.0,25,75,3.1793084739604383
Rental ,Brooklyn,Entire home/apt,30,10,69,0.36,1,235,3,No License,5.0,1.0,4,1.0,1586,1,2.8488576348688746
